0.1;15.18
0.3;262.94
0.5;337.03
0.7;319.32
0.9;211.86
1.1;100.82
1.3;39.35
1.5;15.52
1.7;7.7
1.9;3.38
2.1;1.83
2.3;0.95
2.5;0.52
2.7;0.23
2.9;0.12
3.1;0.07
3.3;0.04
3.5;0.02
3.7;0.01
